row_id,query_uid,hinglish_query,devanagari_transliteration,normalized_query,category,search_intent,search_volume_monthly,keyword_difficulty,cpc_inr,competition_score,serp_feature,avg_position,impressions_monthly,clicks_pct,platform_source,target_region,primary_device,language_mix_type,has_slang,has_roman_hindi,base_query_en,year_tagged,is_question_query,word_count
3791,74AAD06A,char dham yatra registration 2024,char dham yatra registration 2024,char dham yatra registration 2024,Travel,Commercial Investigation,33336,20,0.66,0.13,Video Carousel,39.0,83451,0.41,Zepto,West Bengal,Mobile,Hindi-dominant Hinglish,True,False,char dham yatra registration,2024,False,5
3792,55B17515,budget mein sair destination india,budget में sair destination india,budget me sair destination india,Travel,Navigational,39409,34,0.64,0.15,Image Pack,6.0,242149,0.38,YouTube,Delhi NCR,Desktop,Hindi-dominant Hinglish,True,True,budget mein honeymoon destination india,2025,False,5
3793,4F5888A7,kedarnath yatra kaise karein hindi mein,kedarnath yatra कैसे करें hindi में,kedarnath yatra kaifrom karo hindi me,Travel,Transactional,56873,33,0.86,0.91,Local Pack,24.0,318213,0.4,Flipkart Search,South India,Desktop,Hinglish,True,True,kedarnath yatra kaise karein,2025,False,6
3794,3FDF021C,travel insurance lena chahiye kya,travel insurance lena chahiye क्या,travel insurance lena chahiye kya,Travel,Commercial Investigation,10350,86,0.52,0.67,Video Carousel,26.5,37263,0.79,Swiggy,Rajasthan,Mobile,Hinglish,False,True,travel insurance lena chahiye kya,2024,False,5
3795,257F17A2,travel insurance lena chahiye kya trip pe,travel insurance lena chahiye क्या trip पे,travel insurance lena chahiye kya trip par,Travel,Commercial Investigation,75095,95,0.61,0.91,People Also Ask,2.3,505824,0.78,Google India,Delhi NCR,Tablet,Hinglish,True,True,travel insurance lena chahiye kya,,False,7
3796,781F3E14,kya shimla manali kab jayein sahi hai,क्या shimla manali कब jayein sahi है,kya shimla manali kab jayein sahi hai,Travel,Commercial Investigation,73147,75,4.09,0.23,Image Pack,27.1,439713,0.82,Swiggy,Pan India,Mobile,Hindi-dominant Hinglish,False,True,shimla manali kab jayein,2025,True,7
3797,F8B30B83,irctc tatkal booking tips 2024,irctc tatkal booking tips 2024,irctc tatkal booking tips 2024,Travel,Transactional,84812,60,4.33,0.33,Local Pack,48.7,481319,0.84,Google India,Pan India,Mobile,Hindi-dominant Hinglish,False,True,irctc tatkal booking tips,,False,5
3798,4284EB61,char dham yatra safar,char dham yatra safar,char dham yatra safar,Travel,Commercial Investigation,21304,17,0.78,0.25,Local Pack,32.0,139742,0.65,Flipkart Search,Maharashtra,Mobile,Hindi-dominant Hinglish,True,False,char dham yatra registration,2025,False,4
3799,AE562EEB,andaman nicobar trip kitna kharch hindi mein,andaman nicobar trip कितना kharch hindi में,andaman nicobar trip kitna kharch hindi me,Travel,Navigational,4580,29,2.29,0.96,Local Pack,45.0,12326,0.62,Swiggy,Gujarat,Tablet,Hindi-dominant Hinglish,False,True,andaman nicobar trip kitna kharch,2024,False,7
3800,49972331,passport kaise banayein online mast jagah,passport कैसे banayein ऑनलाइन mast jagah,passport kaifrom banayein online mast jagah,Travel,Commercial Investigation,41931,26,3.29,0.47,Knowledge Panel,27.9,166560,0.54,Amazon India,South India,Mobile,English-dominant Hinglish,True,True,passport kaise banayein online,2024,False,6
3801,BCDE2C64,atm abroad kaise use karein 2024,atm abroad कैसे use करें 2024,atm abroad kaifrom ufrom karo 2024,Travel,Transactional,45187,16,1.33,0.39,Knowledge Panel,44.8,346857,0.43,Nykaa,South India,Desktop,Hinglish,False,True,atm abroad kaise use karein,2025,False,6
3802,F7990408,solo ghoomna tips india,solo ghoomna tips india,solo ghoomna tips india,Travel,Informational,71069,65,1.55,0.94,Knowledge Panel,13.4,422599,0.56,Zepto,UP & Bihar,Mobile,Hinglish,True,False,solo travel tips india,,False,4
3803,62E1B923,flight ticket sasta kahan milega hindi mein,flight ticket sasta कहाँ milega hindi में,flight ticket sasta kahan milega hindi me,Travel,Transactional,80946,74,1.6,0.89,Video Carousel,8.1,552995,0.74,YouTube,North India,Mobile,Hinglish,False,True,flight ticket sasta kahan milega,2024,False,7
3804,7DE436AC,mumbai se goa road trip,mumbai से goa road trip,mumbai from goa road trip,Travel,Commercial Investigation,24525,14,3.86,0.95,Featured Snippet,11.1,128395,0.72,Swiggy,Gujarat,Mobile,Hindi-dominant Hinglish,False,True,mumbai se goa road trip,,False,5
3805,3818A6A5,budget mein honeymoon destination india ghoomna,budget में honeymoon destination india ghoomna,budget me honeymoon destination india ghoomna,Travel,Navigational,13194,82,0.18,0.94,Video Carousel,1.1,62723,0.38,YouTube,South India,Desktop,Hindi-dominant Hinglish,True,True,budget mein honeymoon destination india,2024,False,6
3806,652DDFBE,kya rajasthan tour package details sahi hai,क्या rajasthan tour package details sahi है,kya rajasthan tour package details sahi hai,Travel,Commercial Investigation,58371,37,3.62,0.36,Featured Snippet,46.5,180870,0.45,Google India,West Bengal,Desktop,English-dominant Hinglish,False,True,rajasthan tour package details,,True,7
3807,5CF58191,kerala ghoomna plan 5 din,kerala ghoomna plan 5 din,kerala ghoomna plan 5 din,Travel,Commercial Investigation,7056,8,2.46,0.17,People Also Ask,47.6,39117,0.77,Nykaa,West Bengal,Tablet,English-dominant Hinglish,True,True,kerala tour plan 5 din,2025,False,5
3808,B87616E7,char dham yatra registration sair,char dham yatra registration sair,char dham yatra registration sair,Travel,Navigational,20502,19,3.95,0.35,None,28.8,77327,0.54,JioSaavn,UP & Bihar,Mobile,Hindi-dominant Hinglish,True,False,char dham yatra registration,2025,False,5
3809,AEA2DB53,goa mein ghumne ki jagah 2024,goa में ghumne की jagah 2024,goa me ghumne ki jagah 2024,Travel,Navigational,56584,47,3.14,0.57,Featured Snippet,8.4,416535,0.33,Meesho,Delhi NCR,Tablet,English-dominant Hinglish,False,True,goa mein ghumne ki jagah,2025,False,6
3810,8512B9A2,foreign trip ke liye visa trip pe milega,foreign trip के liye visa trip पे milega,foreign trip ke liye visa trip par milega,Travel,Informational,78899,12,1.87,0.65,None,7.3,226051,0.5,Swiggy,Tamil Nadu,Mobile,Hindi-dominant Hinglish,True,True,foreign trip ke liye visa kaise milega,,False,8
3811,2A7DBA57,passport kaise banayein online,passport कैसे banayein ऑनलाइन,passport kaifrom banayein online,Travel,Navigational,80454,84,1.85,0.11,People Also Ask,42.8,140162,0.37,Flipkart Search,West Bengal,Mobile,Hindi-dominant Hinglish,False,True,passport kaise banayein online,2025,False,4
3812,22D95AB6,mumbai se goa road trip mast jagah,mumbai से goa road trip mast jagah,mumbai from goa road trip mast jagah,Travel,Navigational,6095,61,1.68,0.38,Video Carousel,44.2,33586,0.48,Flipkart Search,Tamil Nadu,Mobile,English-dominant Hinglish,True,True,mumbai se goa road trip,2025,False,7
3813,64965E9A,kya train ticket book karne ka tarika sahi hai,क्या train ticket book karne का tarika sahi है,kya train ticket book karne ka tarika sahi hai,Travel,Commercial Investigation,67475,43,2.3,0.59,Video Carousel,20.8,535464,0.8,Amazon India,Pan India,Desktop,Hinglish,False,True,train ticket book karne ka tarika,2025,True,9
3814,ECC4C128,foreign trip ke liye visa safar milega,foreign trip के liye visa safar milega,foreign trip ke liye visa safar milega,Travel,Commercial Investigation,1697,87,0.89,0.94,Knowledge Panel,2.9,8672,0.75,JioSaavn,Tamil Nadu,Tablet,Hindi-dominant Hinglish,True,True,foreign trip ke liye visa kaise milega,2025,False,7
3815,3218449F,best hill station india mein sair,बेस्ट hill station india में sair,best hill station india me sair,Travel,Transactional,58211,16,3.21,0.27,Knowledge Panel,8.1,270119,0.85,Nykaa,West Bengal,Mobile,Hinglish,True,True,best hill station india mein,2024,False,6
3816,20D7737E,kya andaman nicobar trip kitna kharch sahi hai,क्या andaman nicobar trip कितना kharch sahi है,kya andaman nicobar trip kitna kharch sahi hai,Travel,Commercial Investigation,25917,82,2.79,0.49,Featured Snippet,34.1,144069,0.51,Zepto,Maharashtra,Desktop,Hinglish,False,True,andaman nicobar trip kitna kharch,2025,True,8
3817,9314C7B0,ghoomna dham yatra registration,ghoomna dham yatra registration,ghoomna dham yatra registration,Travel,Commercial Investigation,41051,40,0.38,0.4,None,25.6,135112,0.7,Swiggy,Tamil Nadu,Tablet,Hindi-dominant Hinglish,True,False,char dham yatra registration,2024,False,4
3818,0480DA36,kerala tour plan 5 din hindi mein,kerala tour plan 5 din hindi में,kerala tour plan 5 din hindi me,Travel,Informational,49785,66,3.42,0.16,Image Pack,22.5,128458,0.72,Zepto,Rajasthan,Tablet,English-dominant Hinglish,False,True,kerala tour plan 5 din,2025,False,7
3819,F69EDAF7,rajasthan tour package details sair,rajasthan tour package details sair,rajasthan tour package details sair,Travel,Informational,37472,38,3.27,0.85,People Also Ask,31.7,291340,0.43,Meesho,West Bengal,Mobile,Hindi-dominant Hinglish,True,True,rajasthan tour package details,2025,False,5
3820,40C980CE,kya varanasi mein kahan rukein sahi hai,क्या varanasi में कहाँ rukein sahi है,kya varanasi me kahan rukein sahi hai,Travel,Informational,42244,18,4.12,0.72,Featured Snippet,36.9,118395,0.56,JioSaavn,Pan India,Tablet,English-dominant Hinglish,False,True,varanasi mein kahan rukein,2025,True,7
3821,C5FF5CDB,andaman nicobar trip kitna kharch 2024,andaman nicobar trip कितना kharch 2024,andaman nicobar trip kitna kharch 2024,Travel,Commercial Investigation,6746,85,0.83,0.85,Featured Snippet,38.9,50445,0.49,JioSaavn,Maharashtra,Mobile,Hinglish,False,True,andaman nicobar trip kitna kharch,,False,6
3822,2877F35F,travel insurance lena mast jagah kya,travel insurance lena mast jagah क्या,travel insurance lena mast jagah kya,Travel,Navigational,53076,27,0.23,0.52,Image Pack,19.8,410711,0.45,Meesho,Rajasthan,Tablet,Hindi-dominant Hinglish,True,True,travel insurance lena chahiye kya,2025,False,6
3823,28B3439C,rajasthan tour package details ghoomna,rajasthan tour package details ghoomna,rajasthan tour package details ghoomna,Travel,Navigational,66141,88,2.81,0.72,Video Carousel,36.9,525770,0.36,Nykaa,South India,Tablet,English-dominant Hinglish,True,True,rajasthan tour package details,2025,False,5
3824,84AF9BC5,kya budget mein honeymoon destination india sahi hai,क्या budget में honeymoon destination india sahi है,kya budget me honeymoon destination india sahi hai,Travel,Informational,941,56,4.22,0.82,Knowledge Panel,20.1,5537,0.58,Amazon India,Tamil Nadu,Mobile,English-dominant Hinglish,False,True,budget mein honeymoon destination india,,True,8
3825,3DBD2BA4,foreign trip ke liye visa kaise milega 2024,foreign trip के liye visa कैसे milega 2024,foreign trip ke liye visa kaifrom milega 2024,Travel,Navigational,84202,89,1.59,0.47,Featured Snippet,22.9,552456,0.85,YouTube,Delhi NCR,Mobile,English-dominant Hinglish,False,True,foreign trip ke liye visa kaise milega,2025,False,8
3826,34F62194,budget trip pe india,budget trip पे india,budget trip par india,Travel,Navigational,71965,94,1.78,0.15,Image Pack,34.8,321133,0.83,Nykaa,Delhi NCR,Desktop,Hinglish,True,True,budget backpacking india,2024,False,4
3827,B93BD83D,himachal road trip plan hindi mein,himachal road trip plan hindi में,himachal road trip plan hindi me,Travel,Transactional,22617,58,2.08,0.87,Image Pack,30.9,109249,0.48,YouTube,Tamil Nadu,Desktop,Hindi-dominant Hinglish,False,True,himachal road trip plan,,False,6
3828,3BD50449,budget mein honeymoon destination india,budget में honeymoon destination india,budget me honeymoon destination india,Travel,Informational,17205,29,4.02,0.66,People Also Ask,26.6,97485,0.46,Flipkart Search,Tamil Nadu,Mobile,Hindi-dominant Hinglish,False,True,budget mein honeymoon destination india,2025,False,5
3829,BB85DD28,varanasi mein kahan rukein safar,varanasi में कहाँ rukein safar,varanasi me kahan rukein safar,Travel,Navigational,54645,17,1.11,0.26,Image Pack,7.9,165307,0.33,JioSaavn,North India,Desktop,Hindi-dominant Hinglish,True,True,varanasi mein kahan rukein,,False,5
3830,5526B595,best sair station india mein,बेस्ट sair station india में,best sair station india me,Travel,Informational,40310,83,2.24,0.98,Knowledge Panel,24.9,111715,0.84,Amazon India,North India,Tablet,English-dominant Hinglish,True,True,best hill station india mein,2025,False,5
3831,C29683C4,shimla manali kab jayein hindi mein,shimla manali कब jayein hindi में,shimla manali kab jayein hindi me,Travel,Informational,48220,19,4.22,0.88,Knowledge Panel,45.5,372079,0.65,Google India,Maharashtra,Desktop,English-dominant Hinglish,False,True,shimla manali kab jayein,,False,6
3832,DFFC8D3F,manali snowfall kab hota hai,manali snowfall कब होता है,manali snowfall kab hota hai,Travel,Navigational,4569,71,0.92,0.1,None,25.7,8457,0.83,Flipkart Search,Gujarat,Mobile,English-dominant Hinglish,False,True,manali snowfall kab hota hai,2024,False,5
3833,8D44F4C4,travel insurance lena chahiye kya mast jagah,travel insurance lena chahiye क्या mast jagah,travel insurance lena chahiye kya mast jagah,Travel,Commercial Investigation,82223,64,0.34,0.35,None,31.9,177310,0.7,Amazon India,South India,Tablet,English-dominant Hinglish,True,True,travel insurance lena chahiye kya,2025,False,7
3834,60AAA809,solo travel tips darshan,solo travel tips darshan,solo travel tips darshan,Travel,Informational,84799,63,2.76,0.72,None,3.5,582478,0.84,Flipkart Search,Maharashtra,Mobile,Hinglish,True,False,solo travel tips india,,False,4
3835,26DBAF2A,lakshadweep kaise jayein,lakshadweep कैसे jayein,lakshadweep kaifrom jayein,Travel,Transactional,80333,77,0.87,0.91,People Also Ask,18.1,500065,0.77,JioSaavn,North India,Mobile,Hindi-dominant Hinglish,False,True,lakshadweep kaise jayein,2024,False,3
3836,B07C5759,varanasi mein kahan rukein mast jagah,varanasi में कहाँ rukein mast jagah,varanasi me kahan rukein mast jagah,Travel,Informational,66798,2,3.65,0.9,Video Carousel,41.5,144202,0.6,Swiggy,Gujarat,Mobile,Hindi-dominant Hinglish,True,True,varanasi mein kahan rukein,,False,6
3837,8BF017D8,kedarnath yatra kaise karein 2024,kedarnath yatra कैसे करें 2024,kedarnath yatra kaifrom karo 2024,Travel,Navigational,77351,32,1.14,0.23,Local Pack,5.2,452543,0.7,Meesho,Delhi NCR,Mobile,English-dominant Hinglish,True,True,kedarnath yatra kaise karein,2025,False,5
3838,38DF4519,darshan manali kab jayein,darshan manali कब jayein,darshan manali kab jayein,Travel,Commercial Investigation,89280,64,2.35,0.47,Video Carousel,41.7,330414,0.66,YouTube,Delhi NCR,Mobile,Hindi-dominant Hinglish,True,True,shimla manali kab jayein,2025,False,4
3839,2ECED40A,train ticket book karne ka tarika,train ticket book karne का tarika,train ticket book karne ka tarika,Travel,Transactional,55690,20,0.35,0.71,Featured Snippet,45.4,151319,0.34,Nykaa,Maharashtra,Desktop,Hinglish,False,True,train ticket book karne ka tarika,2025,False,6
3840,408F9BDC,oyo vs makemytrip hotel booking safar,oyo vs makemytrip hotel booking safar,oyo vs makemytrip hotel booking safar,Travel,Transactional,85440,16,0.59,0.4,Featured Snippet,34.5,131790,0.58,Google India,Gujarat,Desktop,Hindi-dominant Hinglish,True,True,oyo vs makemytrip hotel booking,2025,False,6
3841,149EB528,foreign trip ke liye visa kaise mast jagah,foreign trip के liye visa कैसे mast jagah,foreign trip ke liye visa kaifrom mast jagah,Travel,Transactional,8530,89,0.62,0.99,Local Pack,13.1,35391,0.47,Meesho,North India,Desktop,Hinglish,True,True,foreign trip ke liye visa kaise milega,2025,False,8
3842,D932EBE9,char dham yatra registration hindi mein,char dham yatra registration hindi में,char dham yatra registration hindi me,Travel,Commercial Investigation,420,80,0.73,0.3,Image Pack,35.9,2922,0.71,Zepto,Maharashtra,Mobile,English-dominant Hinglish,True,True,char dham yatra registration,2025,False,6
3843,83C43A63,foreign trip ke liye visa kaise milega ghoomna,foreign trip के liye visa कैसे milega ghoomna,foreign trip ke liye visa kaifrom milega ghoomna,Travel,Transactional,57700,4,2.71,0.8,Video Carousel,40.7,132219,0.57,Amazon India,South India,Desktop,English-dominant Hinglish,True,True,foreign trip ke liye visa kaise milega,2025,False,8
3844,85E0744D,kya passport kaise banayein online sahi hai,क्या passport कैसे banayein ऑनलाइन sahi है,kya passport kaifrom banayein online sahi hai,Travel,Navigational,65713,69,3.85,0.34,Featured Snippet,1.1,205229,0.62,Meesho,West Bengal,Desktop,Hinglish,False,True,passport kaise banayein online,,True,7
3845,0FE8C9B5,darshan travel tips india,darshan travel tips india,darshan travel tips india,Travel,Informational,62035,16,0.96,0.38,People Also Ask,6.1,427495,0.82,YouTube,Rajasthan,Tablet,Hinglish,True,False,solo travel tips india,2024,False,4
3846,2EE9308E,budget backpacking india hindi mein,budget backpacking india hindi में,budget backpacking india hindi me,Travel,Informational,8684,85,0.63,0.14,Featured Snippet,39.1,53977,0.73,Google India,Gujarat,Tablet,Hinglish,False,True,budget backpacking india,2025,False,5
3847,63D95347,flight ticket sasta kahan milega yatra,flight ticket sasta कहाँ milega yatra,flight ticket sasta kahan milega yatra,Travel,Commercial Investigation,61916,35,4.23,0.61,People Also Ask,12.4,268248,0.41,Zepto,Pan India,Mobile,Hindi-dominant Hinglish,True,True,flight ticket sasta kahan milega,,False,6
3848,A88D56F1,oyo vs makemytrip hotel booking 2024,oyo vs makemytrip hotel booking 2024,oyo vs makemytrip hotel booking 2024,Travel,Navigational,28298,90,3.78,0.13,Local Pack,44.5,97583,0.49,Meesho,Tamil Nadu,Desktop,English-dominant Hinglish,False,True,oyo vs makemytrip hotel booking,2024,False,6
3849,E254AD48,andaman nicobar trip kitna sair,andaman nicobar trip कितना sair,andaman nicobar trip kitna sair,Travel,Transactional,64460,57,0.53,0.44,People Also Ask,13.8,159983,0.43,Amazon India,Rajasthan,Tablet,English-dominant Hinglish,True,True,andaman nicobar trip kitna kharch,2025,False,5
3850,5F152373,thailand trip planning hindi,thailand trip planning hindi,thailand trip planning hindi,Travel,Informational,77070,50,1.09,0.1,Local Pack,32.6,467938,0.64,Zepto,UP & Bihar,Tablet,Hindi-dominant Hinglish,False,True,thailand trip planning hindi,2024,False,4
3851,ABCE4FBA,solo travel tips india darshan,solo travel tips india darshan,solo travel tips india darshan,Travel,Informational,50948,26,1.17,0.83,Image Pack,6.5,159757,0.58,Flipkart Search,Gujarat,Mobile,Hinglish,True,False,solo travel tips india,2025,False,5
3852,065D7931,kya irctc tatkal booking tips sahi hai,क्या irctc tatkal booking tips sahi है,kya irctc tatkal booking tips sahi hai,Travel,Navigational,19144,9,2.05,0.57,Image Pack,37.4,84051,0.64,YouTube,Pan India,Mobile,English-dominant Hinglish,False,True,irctc tatkal booking tips,,True,7
3853,5C08E729,yatra travel tips india,yatra travel tips india,yatra travel tips india,Travel,Commercial Investigation,82059,24,1.32,0.95,Featured Snippet,49.5,435355,0.84,Meesho,South India,Desktop,English-dominant Hinglish,True,False,solo travel tips india,,False,4
3854,6C07F399,best hill station india mein mast jagah,बेस्ट hill station india में mast jagah,best hill station india me mast jagah,Travel,Navigational,52337,99,2.17,0.61,Image Pack,6.0,363891,0.73,Google India,Maharashtra,Mobile,Hindi-dominant Hinglish,True,True,best hill station india mein,,False,7
3855,1E6CBF96,thailand trip planning hindi 2024,thailand trip planning hindi 2024,thailand trip planning hindi 2024,Travel,Transactional,66955,48,2.92,0.17,Featured Snippet,34.4,505694,0.31,Swiggy,Maharashtra,Desktop,Hinglish,False,True,thailand trip planning hindi,2025,False,5
3856,B34CB3AF,mast jagah ticket book karne ka tarika,mast jagah ticket book karne का tarika,mast jagah ticket book karne ka tarika,Travel,Transactional,82377,58,3.17,0.41,People Also Ask,4.0,441980,0.6,Zepto,Gujarat,Tablet,Hindi-dominant Hinglish,True,True,train ticket book karne ka tarika,2025,False,7
3857,6C51EE0E,thailand trip planning hindi hindi mein,thailand trip planning hindi hindi में,thailand trip planning hindi hindi me,Travel,Navigational,37692,20,4.01,0.87,Knowledge Panel,32.9,168073,0.51,Swiggy,Pan India,Tablet,English-dominant Hinglish,False,True,thailand trip planning hindi,2024,False,6
3858,0A7B6378,lakshadweep kaise jayein yatra,lakshadweep कैसे jayein yatra,lakshadweep kaifrom jayein yatra,Travel,Navigational,4659,7,3.26,0.15,People Also Ask,16.4,15267,0.62,Zepto,Rajasthan,Tablet,English-dominant Hinglish,True,True,lakshadweep kaise jayein,,False,4
3859,FDA9F76A,kya solo travel tips india sahi hai,क्या solo travel tips india sahi है,kya solo travel tips india sahi hai,Travel,Informational,32350,70,0.83,0.73,Image Pack,14.2,213610,0.39,Swiggy,Tamil Nadu,Desktop,Hindi-dominant Hinglish,False,True,solo travel tips india,,True,7
3860,DC9DE87B,travel insurance lena chahiye safar,travel insurance lena chahiye safar,travel insurance lena chahiye safar,Travel,Informational,33167,94,0.39,0.23,Local Pack,22.8,61906,0.57,JioSaavn,Pan India,Tablet,Hinglish,True,False,travel insurance lena chahiye kya,2025,False,5
3861,AB32FBAC,mumbai se goa road trip hindi mein,mumbai से goa road trip hindi में,mumbai from goa road trip hindi me,Travel,Commercial Investigation,52544,23,0.28,0.96,Knowledge Panel,41.4,396866,0.45,Flipkart Search,Tamil Nadu,Mobile,Hindi-dominant Hinglish,False,True,mumbai se goa road trip,,False,7
3862,475EB5CC,varanasi mein kahan rukein,varanasi में कहाँ rukein,varanasi me kahan rukein,Travel,Informational,56320,61,1.21,0.63,People Also Ask,22.3,215032,0.79,YouTube,Gujarat,Mobile,Hinglish,False,True,varanasi mein kahan rukein,2025,False,4
3863,454BAB71,himachal road trip plan darshan,himachal road trip plan darshan,himachal road trip plan darshan,Travel,Commercial Investigation,88477,47,1.53,0.21,Local Pack,1.4,623093,0.39,Swiggy,Gujarat,Tablet,English-dominant Hinglish,True,False,himachal road trip plan,2025,False,5
3864,5520C002,kya best hill station india mein sahi hai,क्या बेस्ट hill station india में sahi है,kya best hill station india me sahi hai,Travel,Transactional,55068,42,3.1,0.82,Video Carousel,30.2,307085,0.45,Google India,Delhi NCR,Mobile,Hindi-dominant Hinglish,False,True,best hill station india mein,,True,8
3865,72D69414,himachal yatra trip plan,himachal yatra trip plan,himachal yatra trip plan,Travel,Commercial Investigation,60214,21,3.99,0.65,None,33.0,228085,0.42,Google India,Tamil Nadu,Tablet,Hindi-dominant Hinglish,True,False,himachal road trip plan,2024,False,4
3866,6CA94942,kerala tour plan 5 din trip pe,kerala tour plan 5 din trip पे,kerala tour plan 5 din trip par,Travel,Transactional,37588,22,0.92,0.24,Local Pack,24.1,80076,0.62,Zepto,South India,Mobile,English-dominant Hinglish,True,True,kerala tour plan 5 din,2024,False,7
3867,2BE980AC,shimla manali kab jayein 2024,shimla manali कब jayein 2024,shimla manali kab jayein 2024,Travel,Informational,52073,26,2.22,0.83,Knowledge Panel,29.6,262091,0.75,YouTube,Rajasthan,Desktop,English-dominant Hinglish,False,True,shimla manali kab jayein,,False,5
3868,167FD605,kedarnath yatra yatra karein,kedarnath yatra yatra करें,kedarnath yatra yatra karo,Travel,Transactional,45130,99,1.21,0.17,Knowledge Panel,40.6,151247,0.76,Meesho,Tamil Nadu,Tablet,English-dominant Hinglish,True,True,kedarnath yatra kaise karein,,False,4
3869,067EAC6A,solo travel tips india hindi mein,solo travel tips india hindi में,solo travel tips india hindi me,Travel,Transactional,34554,97,0.33,0.88,Image Pack,28.8,248670,0.7,Zepto,Tamil Nadu,Mobile,Hindi-dominant Hinglish,False,True,solo travel tips india,2024,False,6
3870,080B667D,irctc tatkal booking tips,irctc tatkal booking tips,irctc tatkal booking tips,Travel,Navigational,71795,84,2.1,0.92,Video Carousel,7.9,301032,0.33,JioSaavn,West Bengal,Mobile,English-dominant Hinglish,False,True,irctc tatkal booking tips,2024,False,4
3871,C90FB0EF,lakshadweep kaise jayein sair,lakshadweep कैसे jayein sair,lakshadweep kaifrom jayein sair,Travel,Transactional,40037,35,0.17,0.59,None,22.8,111211,0.43,JioSaavn,Rajasthan,Tablet,English-dominant Hinglish,True,True,lakshadweep kaise jayein,,False,4
3872,43D9EEC4,mast jagah trip planning hindi,mast jagah trip planning hindi,mast jagah trip planning hindi,Travel,Navigational,63886,27,3.03,0.25,Local Pack,46.8,431707,0.65,Zepto,Pan India,Desktop,English-dominant Hinglish,True,False,thailand trip planning hindi,,False,5
3873,696DC3AE,andaman nicobar trip kitna kharch,andaman nicobar trip कितना kharch,andaman nicobar trip kitna kharch,Travel,Informational,44604,73,3.38,0.95,Local Pack,21.1,168377,0.48,Zepto,Rajasthan,Mobile,Hindi-dominant Hinglish,False,True,andaman nicobar trip kitna kharch,2025,False,5
3874,CEED91C5,irctc tatkal booking tips trip pe,irctc tatkal booking tips trip पे,irctc tatkal booking tips trip par,Travel,Navigational,52970,39,0.64,0.32,People Also Ask,40.4,92592,0.46,JioSaavn,Pan India,Mobile,Hindi-dominant Hinglish,True,True,irctc tatkal booking tips,2025,False,6
3875,1DFE0CE0,train ticket book karne ka trip pe,train ticket book karne का trip पे,train ticket book karne ka trip par,Travel,Informational,7950,38,3.76,0.23,Local Pack,22.7,44450,0.46,Zepto,UP & Bihar,Mobile,English-dominant Hinglish,True,True,train ticket book karne ka tarika,2024,False,7
3876,E01ECEE1,shimla manali kab jayein ghoomna,shimla manali कब jayein ghoomna,shimla manali kab jayein ghoomna,Travel,Commercial Investigation,25738,82,2.98,0.8,None,42.2,57590,0.73,JioSaavn,Rajasthan,Mobile,Hindi-dominant Hinglish,True,True,shimla manali kab jayein,2024,False,5
3877,EAB257A8,kya travel insurance lena chahiye kya sahi hai,क्या travel insurance lena chahiye क्या sahi है,kya travel insurance lena chahiye kya sahi hai,Travel,Transactional,59565,56,3.88,0.54,Image Pack,17.3,97611,0.61,YouTube,UP & Bihar,Mobile,English-dominant Hinglish,False,True,travel insurance lena chahiye kya,,True,8
3878,C96E5730,thailand trip yatra hindi,thailand trip yatra hindi,thailand trip yatra hindi,Travel,Informational,88496,58,1.01,0.16,Image Pack,41.2,375579,0.43,Google India,South India,Desktop,English-dominant Hinglish,True,True,thailand trip planning hindi,2024,False,4
3879,DE3AF652,oyo vs makemytrip hotel booking hindi mein,oyo vs makemytrip hotel booking hindi में,oyo vs makemytrip hotel booking hindi me,Travel,Transactional,41727,48,2.21,0.22,Featured Snippet,25.8,286265,0.36,Google India,Maharashtra,Mobile,Hinglish,False,True,oyo vs makemytrip hotel booking,2025,False,7
3880,FB6AA404,atm abroad kaise use karein,atm abroad कैसे use करें,atm abroad kaifrom ufrom karo,Travel,Informational,80870,83,4.11,0.11,Image Pack,37.9,163258,0.74,Nykaa,Gujarat,Mobile,Hindi-dominant Hinglish,False,True,atm abroad kaise use karein,2025,False,5
3881,6BD2D43D,manali snowfall kab hota hai mast jagah,manali snowfall कब होता है mast jagah,manali snowfall kab hota hai mast jagah,Travel,Informational,65101,21,3.47,0.96,People Also Ask,40.0,245900,0.65,Zepto,West Bengal,Tablet,English-dominant Hinglish,True,True,manali snowfall kab hota hai,,False,7
3882,3E906125,shimla yatra kab jayein,shimla yatra कब jayein,shimla yatra kab jayein,Travel,Informational,51216,73,4.35,0.89,Knowledge Panel,25.3,150727,0.31,Google India,West Bengal,Mobile,English-dominant Hinglish,True,True,shimla manali kab jayein,2025,False,4
3883,396C5B95,kya atm abroad kaise use karein sahi hai,क्या atm abroad कैसे use करें sahi है,kya atm abroad kaifrom ufrom karo sahi hai,Travel,Navigational,74818,24,4.04,0.75,Featured Snippet,12.4,496332,0.62,Zepto,North India,Mobile,Hindi-dominant Hinglish,False,True,atm abroad kaise use karein,2025,True,8
3884,BC300359,budget mein honeymoon destination india 2024,budget में honeymoon destination india 2024,budget me honeymoon destination india 2024,Travel,Navigational,53333,46,0.37,0.45,Image Pack,42.1,375738,0.76,Google India,Tamil Nadu,Tablet,Hinglish,False,True,budget mein honeymoon destination india,2024,False,6
3885,F295C50D,safar abroad kaise use karein,safar abroad कैसे use करें,safar abroad kaifrom ufrom karo,Travel,Transactional,29607,79,1.72,0.69,Knowledge Panel,16.5,136950,0.8,YouTube,Tamil Nadu,Tablet,Hinglish,True,True,atm abroad kaise use karein,2024,False,5
